video_id,date,count,CLASS
47,04/02/2018,13,-1
67,16/01/2018,13,-1
6,20/01/2018,13,-1
27,31/01/2018,13,-1
25,01/02/2018,13,-1
25,26/01/2018,13,-1
3,17/01/2018,13,-1
30,09/02/2018,13,-1
32,03/01/2018,14,-1
76,31/01/2018,14,-1
76,18/01/2018,14,-1
67,19/01/2018,14,-1
6,23/01/2018,14,-1
25,05/02/2018,14,-1
67,18/01/2018,14,-1
64,20/01/2018,14,-1
47,11/02/2018,14,-1
32,01/01/2018,14,-1
27,22/01/2018,14,-1
6,31/12/2017,14,-1
79,10/01/2018,14,-1
79,14/01/2018,14,-1
32,24/12/2017,14,-1
27,19/01/2018,14,-1
64,11/01/2018,14,-1
64,10/01/2018,14,-1
76,28/01/2018,14,-1
47,18/01/2018,14,-1
79,25/01/2018,14,-1
6,10/01/2018,14,-1
76,12/01/2018,14,-1
47,23/01/2018,14,-1
25,27/01/2018,14,-1
3,16/01/2018,14,-1
30,31/01/2018,15,-1
32,27/12/2017,15,-1
6,15/01/2018,15,-1
6,08/01/2018,15,-1
3,21/01/2018,15,-1
76,25/01/2018,15,-1
6,17/01/2018,15,-1
32,15/12/2017,15,-1
64,17/01/2018,15,-1
67,27/01/2018,15,-1
25,18/01/2018,15,-1
25,25/01/2018,15,-1
67,26/01/2018,15,-1
76,04/01/2018,15,-1
79,24/01/2018,15,-1
6,25/01/2018,15,-1
64,09/01/2018,15,-1
25,22/01/2018,15,-1
3,03/01/2018,15,-1
76,27/01/2018,15,-1
27,14/01/2018,15,-1
3,24/12/2017,16,-1
65,06/01/2018,16,-1
64,08/01/2018,16,-1
67,15/01/2018,16,-1
79,11/01/2018,16,-1
47,12/01/2018,16,-1
47,07/02/2018,16,-1
3,04/01/2018,16,-1
6,16/01/2018,16,-1
67,01/01/2018,16,-1
32,04/01/2018,16,-1
32,10/12/2017,16,-1
64,07/01/2018,16,-1
76,14/01/2018,16,-1
3,14/01/2018,16,-1
30,08/02/2018,16,-1
32,28/12/2017,16,-1
76,24/01/2018,16,-1
67,31/01/2018,16,-1
64,23/01/2018,16,-1
27,06/01/2018,16,-1
76,09/01/2018,16,-1
27,02/01/2018,16,-1
27,26/01/2018,16,-1
79,23/01/2018,16,-1
76,19/01/2018,16,-1
47,14/01/2018,16,-1
67,28/12/2017,17,-1
27,09/01/2018,17,-1
6,26/12/2017,17,-1
47,15/01/2018,17,-1
67,02/01/2018,17,-1
67,05/01/2018,17,-1
6,13/01/2018,17,-1
67,29/01/2018,17,-1
27,23/01/2018,17,-1
6,07/01/2018,17,-1
76,10/01/2018,17,-1
30,02/02/2018,17,-1
25,14/01/2018,17,-1
30,22/01/2018,17,-1
64,25/01/2018,17,-1
47,06/02/2018,17,-1
6,14/01/2018,17,-1
32,25/12/2017,18,-1
67,25/12/2017,18,-1
76,25/12/2017,18,-1
68,19/01/2018,18,-1
98,14/02/2018,18,-1
25,10/01/2018,18,-1
27,13/01/2018,18,-1
76,20/01/2018,18,-1
40,16/02/2018,18,-1
76,23/01/2018,18,-1
71,14/01/2018,18,-1
27,31/12/2017,18,-1
79,18/01/2018,18,-1
27,10/01/2018,18,-1
6,27/12/2017,18,-1
47,05/02/2018,18,-1
47,25/01/2018,18,-1
3,13/01/2018,18,-1
6,19/01/2018,18,-1
32,29/12/2017,18,-1
47,08/01/2018,18,-1
79,12/01/2018,18,-1
64,14/01/2018,18,-1
79,15/01/2018,18,-1
76,22/01/2018,18,-1
6,04/01/2018,18,-1
98,15/02/2018,18,-1
30,05/02/2018,18,-1
79,23/12/2017,18,-1
32,14/12/2017,19,-1
64,26/12/2017,19,-1
25,30/01/2018,19,-1
32,22/12/2017,19,-1
65,02/01/2018,19,-1
28,19/01/2018,19,-1
6,02/01/2018,19,-1
32,08/12/2017,19,-1
67,21/01/2018,19,-1
76,21/01/2018,19,-1
67,06/01/2018,19,-1
64,22/01/2018,19,-1
79,22/01/2018,19,-1
47,05/01/2018,19,-1
67,11/01/2018,19,-1
3,10/01/2018,19,-1
47,22/01/2018,19,-1
67,26/12/2017,19,-1
79,08/01/2018,19,-1
72,21/01/2018,19,-1
32,13/12/2017,19,-1
40,20/02/2018,19,-1
47,20/01/2018,19,-1
32,26/12/2017,19,-1
3,06/01/2018,19,-1
64,21/12/2017,19,-1
79,21/01/2018,19,-1
3,12/01/2018,19,-1
76,28/12/2017,19,-1
47,27/01/2018,19,-1
68,23/01/2018,19,-1
32,03/12/2017,19,-1
67,03/01/2018,19,-1
65,12/01/2018,19,-1
27,08/01/2018,19,-1
32,22/11/2017,20,-1
68,14/01/2018,20,-1
25,29/01/2018,20,-1
76,15/12/2017,20,-1
72,03/01/2018,20,-1
27,24/12/2017,20,-1
47,13/01/2018,20,-1
71,02/01/2018,20,-1
3,23/12/2017,20,-1
32,09/12/2017,20,-1
98,16/02/2018,20,-1
64,12/01/2018,20,-1
76,03/01/2018,20,-1
68,05/01/2018,20,-1
3,11/01/2018,20,-1
3,07/01/2018,20,-1
68,12/01/2018,20,-1
65,23/12/2017,20,-1
25,03/02/2018,20,-1
72,29/12/2017,20,-1
27,29/12/2017,20,-1
3,03/12/2017,20,-1
3,10/12/2017,20,-1
30,10/02/2018,20,-1
65,05/01/2018,20,-1
71,03/01/2018,20,-1
76,30/12/2017,20,-1
98,05/02/2018,20,-1
27,16/01/2018,20,-1
27,25/12/2017,20,-1
76,23/12/2017,20,-1
76,15/01/2018,20,-1
67,22/01/2018,20,-1
64,15/01/2018,20,-1
47,26/01/2018,20,-1
3,11/12/2017,20,-1
71,10/01/2018,20,-1
6,20/12/2017,20,-1
67,09/01/2018,20,-1
3,26/12/2017,20,-1
68,16/01/2018,21,-1
64,27/12/2017,21,-1
3,02/01/2018,21,-1
27,28/12/2017,21,-1
56,26/01/2018,21,-1
71,15/01/2018,21,-1
6,13/12/2017,21,-1
47,31/01/2018,21,-1
40,18/02/2018,21,-1
25,12/01/2018,21,-1
25,02/02/2018,21,-1
98,03/02/2018,21,-1
40,14/02/2018,21,-1
27,04/01/2018,21,-1
79,31/12/2017,21,-1
6,07/12/2017,21,-1
71,07/01/2018,21,-1
76,17/12/2017,21,-1
65,31/12/2017,21,-1
64,23/12/2017,21,-1
67,13/12/2017,21,-1
3,20/12/2017,21,-1
79,04/01/2018,21,-1
40,15/02/2018,21,-1
64,19/01/2018,21,-1
65,28/12/2017,21,-1
42,12/01/2018,21,-1
76,11/01/2018,21,-1
25,29/12/2017,21,-1
6,05/12/2017,21,-1
65,17/12/2017,21,-1
3,19/12/2017,21,-1
68,01/01/2018,21,-1
47,30/12/2017,21,-1
27,07/01/2018,21,-1
64,18/01/2018,21,-1
64,03/01/2018,21,-1
60,04/02/2018,21,-1
3,22/12/2017,21,-1
32,23/12/2017,21,-1
98,12/02/2018,21,-1
76,08/12/2017,21,-1
71,31/12/2017,21,-1
79,15/12/2017,21,-1
47,01/02/2018,21,-1
76,10/12/2017,21,-1
47,30/01/2018,21,-1
3,01/01/2018,22,-1
76,16/01/2018,22,-1
60,06/02/2018,22,-1
67,13/01/2018,22,-1
64,19/12/2017,22,-1
3,29/11/2017,22,-1
6,09/01/2018,22,-1
79,20/12/2017,22,-1
37,07/01/2018,22,-1
71,27/12/2017,22,-1
67,07/01/2018,22,-1
40,06/02/2018,22,-1
76,05/12/2017,22,-1
64,13/01/2018,22,-1
27,01/12/2017,22,-1
32,21/12/2017,22,-1
40,22/02/2018,22,-1
29,17/02/2018,22,-1
29,14/02/2018,22,-1
65,25/12/2017,22,-1
32,16/12/2017,22,-1
47,06/01/2018,22,-1
76,26/12/2017,22,-1
29,02/02/2018,22,-1
3,29/12/2017,22,-1
2,29/01/2018,22,-1
56,20/01/2018,22,-1
47,19/01/2018,22,-1
6,01/01/2018,22,-1
64,30/12/2017,22,-1
47,29/01/2018,22,-1
76,06/01/2018,22,-1
64,18/12/2017,22,-1
72,05/01/2018,22,-1
76,19/12/2017,22,-1
67,07/12/2017,22,-1
32,04/12/2017,22,-1
30,25/01/2018,22,-1
25,09/01/2018,22,-1
68,21/01/2018,22,-1
98,06/02/2018,22,-1
28,21/01/2018,22,-1
79,19/01/2018,22,-1
79,30/12/2017,22,-1
65,11/01/2018,22,-1
30,19/01/2018,22,-1
32,18/12/2017,22,-1
98,09/02/2018,23,-1
28,15/01/2018,23,-1
76,24/12/2017,23,-1
32,25/11/2017,23,-1
27,08/12/2017,23,-1
47,13/12/2017,23,-1
64,01/12/2017,23,-1
25,23/01/2018,23,-1
30,06/02/2018,23,-1
37,12/01/2018,23,-1
25,16/12/2017,23,-1
67,17/12/2017,23,-1
64,16/01/2018,23,-1
60,07/02/2018,23,-1
27,26/12/2017,23,-1
79,13/01/2018,23,-1
6,22/12/2017,23,-1
6,10/12/2017,23,-1
64,11/12/2017,23,-1
67,17/01/2018,23,-1
64,22/12/2017,23,-1
65,09/01/2018,23,-1
6,18/12/2017,23,-1
67,24/12/2017,23,-1
72,15/01/2018,23,-1
67,08/01/2018,23,-1
29,29/01/2018,23,-1
30,07/02/2018,23,-1
65,10/01/2018,23,-1
40,13/02/2018,23,-1
29,31/01/2018,23,-1
98,11/02/2018,23,-1
32,28/11/2017,23,-1
25,21/12/2017,23,-1
64,04/01/2018,23,-1
65,14/12/2017,23,-1
27,11/01/2018,23,-1
92,05/02/2018,23,-1
25,11/01/2018,23,-1
68,27/12/2017,23,-1
32,11/12/2017,23,-1
68,18/01/2018,23,-1
3,31/12/2017,23,-1
29,08/02/2018,23,-1
27,30/12/2017,24,-1
64,05/12/2017,24,-1
79,29/12/2017,24,-1
32,19/12/2017,24,-1
3,26/11/2017,24,-1
6,23/11/2017,24,-1
79,14/12/2017,24,-1
25,25/12/2017,24,-1
76,16/12/2017,24,-1
27,12/01/2018,24,-1
37,03/01/2018,24,-1
2,31/01/2018,24,-1
71,11/01/2018,24,-1
30,26/12/2017,24,-1
47,14/12/2017,24,-1
3,05/01/2018,24,-1
31,26/01/2018,24,-1
60,01/02/2018,24,-1
67,12/12/2017,24,-1
29,03/02/2018,24,-1
38,17/01/2018,24,-1
28,16/01/2018,24,-1
76,18/12/2017,24,-1
64,13/12/2017,24,-1
79,07/01/2018,24,-1
71,05/01/2018,24,-1
30,21/01/2018,24,-1
25,19/12/2017,24,-1
79,03/01/2018,24,-1
98,13/02/2018,24,-1
79,06/01/2018,24,-1
64,20/12/2017,24,-1
30,03/02/2018,24,-1
30,18/01/2018,24,-1
25,20/01/2018,24,-1
27,16/12/2017,24,-1
79,19/12/2017,24,-1
79,09/01/2018,24,-1
25,21/01/2018,24,-1
30,08/01/2018,24,-1
32,12/12/2017,24,-1
11,06/02/2018,24,-1
64,30/11/2017,24,-1
67,31/12/2017,24,-1
79,16/01/2018,24,-1
3,28/12/2017,24,-1
92,06/02/2018,24,-1
11,09/02/2018,24,-1
47,24/12/2017,24,-1
76,07/01/2018,25,-1
65,03/01/2018,25,-1
92,18/02/2018,25,-1
76,01/01/2018,25,-1
72,12/01/2018,25,-1
6,30/12/2017,25,-1
40,08/02/2018,25,-1
30,15/01/2018,25,-1
2,26/01/2018,25,-1
30,22/12/2017,25,-1
3,28/11/2017,25,-1
6,17/12/2017,25,-1
72,22/12/2017,25,-1
76,21/12/2017,25,-1
25,19/01/2018,25,-1
6,14/12/2017,25,-1
27,22/12/2017,25,-1
37,29/12/2017,25,-1
30,17/01/2018,25,-1
68,29/12/2017,25,-1
27,20/12/2017,25,-1
65,07/01/2018,25,-1
28,04/01/2018,25,-1
68,07/01/2018,25,-1
27,25/11/2017,25,-1
3,30/12/2017,25,-1
3,15/11/2017,25,-1
3,27/11/2017,25,-1
67,12/01/2018,25,-1
31,20/01/2018,25,-1
79,24/12/2017,25,-1
64,16/12/2017,25,-1
98,18/02/2018,25,-1
30,30/01/2018,25,-1
32,16/11/2017,25,-1
29,09/02/2018,25,-1
68,26/12/2017,25,-1
65,22/12/2017,25,-1
6,15/11/2017,25,-1
30,29/12/2017,25,-1
11,05/02/2018,25,-1
68,25/12/2017,25,-1
3,15/12/2017,25,-1
30,07/01/2018,25,-1
30,27/01/2018,25,-1
29,30/01/2018,25,-1
68,17/01/2018,25,-1
72,11/12/2017,25,-1
47,24/01/2018,25,-1
79,13/12/2017,25,-1
6,06/01/2018,25,-1
30,04/01/2018,25,-1
25,15/01/2018,25,-1
30,09/01/2018,25,-1
25,24/01/2018,25,-1
79,05/01/2018,25,-1
76,05/01/2018,25,-1
2,18/01/2018,25,-1
29,07/02/2018,25,-1
6,29/12/2017,26,-1
25,03/01/2018,26,-1
65,24/12/2017,26,-1
42,03/01/2018,26,-1
27,05/01/2018,26,-1
92,28/01/2018,26,-1
42,29/12/2017,26,-1
55,28/01/2018,26,-1
67,10/01/2018,26,-1
71,13/01/2018,26,-1
67,21/11/2017,26,-1
27,29/11/2017,26,-1
30,17/12/2017,26,-1
27,22/11/2017,26,-1
6,28/11/2017,26,-1
64,02/01/2018,26,-1
98,27/01/2018,26,-1
42,05/01/2018,26,-1
42,26/12/2017,26,-1
72,16/01/2018,26,-1
40,07/02/2018,26,-1
47,16/01/2018,26,-1
25,26/12/2017,26,-1
72,08/01/2018,26,-1
92,10/02/2018,26,-1
65,05/12/2017,26,-1
72,13/12/2017,26,-1
30,01/02/2018,26,-1
64,12/12/2017,26,-1
68,14/12/2017,26,-1
6,09/12/2017,26,-1
47,11/01/2018,26,-1
68,26/01/2018,26,-1
38,15/01/2018,26,-1
40,27/01/2018,26,-1
71,26/12/2017,26,-1
25,07/01/2018,26,-1
71,16/12/2017,26,-1
30,15/12/2017,26,-1
3,10/11/2017,26,-1
11,08/02/2018,26,-1
76,01/12/2017,26,-1
25,20/12/2017,26,-1
76,08/01/2018,26,-1
28,11/01/2018,26,-1
76,02/01/2018,26,-1
65,04/01/2018,27,-1
3,30/11/2017,27,-1
3,27/12/2017,27,-1
92,31/01/2018,27,-1
65,26/12/2017,27,-1
31,09/01/2018,27,-1
3,18/12/2017,27,-1
68,30/12/2017,27,-1
28,30/12/2017,27,-1
3,05/12/2017,27,-1
47,21/01/2018,27,-1
79,05/12/2017,27,-1
47,04/01/2018,27,-1
68,24/01/2018,27,-1
68,19/12/2017,27,-1
39,06/02/2018,27,-1
67,27/12/2017,27,-1
56,02/01/2018,27,-1
72,01/01/2018,27,-1
98,23/01/2018,27,-1
68,20/12/2017,27,-1
40,20/01/2018,27,-1
32,14/11/2017,27,-1
6,28/12/2017,27,-1
29,10/02/2018,27,-1
6,24/12/2017,27,-1
29,15/02/2018,27,-1
25,13/01/2018,27,-1
79,10/12/2017,27,-1
27,01/01/2018,27,-1
25,18/12/2017,27,-1
72,28/12/2017,27,-1
6,23/12/2017,27,-1
37,04/01/2018,27,-1
11,02/02/2018,27,-1
29,11/01/2018,27,-1
32,21/11/2017,27,-1
32,19/11/2017,27,-1
92,21/01/2018,27,-1
37,11/01/2018,27,-1
64,14/12/2017,27,-1
25,17/01/2018,27,-1
98,01/02/2018,27,-1
6,16/12/2017,27,-1
79,07/12/2017,27,-1
60,24/01/2018,27,-1
68,15/12/2017,27,-1
29,08/01/2018,27,-1
30,05/01/2018,27,-1
30,28/01/2018,27,-1
30,12/01/2018,27,-1
76,19/11/2017,27,-1
73,01/01/2018,27,-1
29,24/01/2018,27,-1
92,11/02/2018,27,-1
28,22/12/2017,27,-1
56,09/01/2018,27,-1
25,27/12/2017,27,-1
68,10/01/2018,27,-1
71,18/12/2017,27,-1
79,21/12/2017,27,-1
28,19/12/2017,28,-1
67,10/12/2017,28,-1
67,04/12/2017,28,-1
25,29/11/2017,28,-1
28,14/12/2017,28,-1
39,31/01/2018,28,-1
92,13/02/2018,28,-1
64,31/12/2017,28,-1
32,20/11/2017,28,-1
71,12/01/2018,28,-1
47,01/01/2018,28,-1
72,23/12/2017,28,-1
6,15/12/2017,28,-1
47,17/01/2018,28,-1
71,20/12/2017,28,-1
65,09/12/2017,28,-1
2,31/12/2017,28,-1
25,08/01/2018,28,-1
42,08/01/2018,28,-1
32,01/11/2017,28,-1
30,26/01/2018,28,-1
72,03/12/2017,28,-1
79,28/12/2017,28,-1
32,02/12/2017,28,-1
64,25/12/2017,28,-1
65,30/12/2017,28,-1
64,28/12/2017,28,-1
6,27/11/2017,28,-1
6,10/11/2017,28,-1
11,25/01/2018,28,-1
71,09/01/2018,28,-1
37,07/12/2017,28,-1
42,08/12/2017,28,-1
76,20/11/2017,28,-1
40,01/02/2018,28,-1
60,08/01/2018,28,-1
98,25/01/2018,28,-1
56,28/12/2017,28,-1
92,19/01/2018,28,-1
39,26/01/2018,28,-1
25,16/01/2018,28,-1
64,25/11/2017,28,-1
28,03/01/2018,28,-1
72,09/01/2018,28,-1
64,06/01/2018,28,-1
79,02/01/2018,28,-1
40,04/02/2018,28,-1
40,19/02/2018,28,-1
30,06/12/2017,28,-1
30,20/12/2017,28,-1
6,02/12/2017,28,-1
67,27/11/2017,28,-1
92,19/02/2018,28,-1
67,22/12/2017,28,-1
27,03/12/2017,28,-1
64,24/12/2017,28,-1
28,20/12/2017,28,-1
40,10/01/2018,28,-1
30,29/01/2018,28,-1
28,17/12/2017,28,-1
11,28/01/2018,28,-1
29,18/01/2018,28,-1
32,01/12/2017,28,-1
28,09/12/2017,28,-1
67,05/12/2017,28,-1
64,14/11/2017,28,-1
31,19/01/2018,28,-1
47,03/01/2018,29,-1
72,13/01/2018,29,-1
68,06/01/2018,29,-1
37,30/12/2017,29,-1
25,13/12/2017,29,-1
32,07/11/2017,29,-1
76,02/12/2017,29,-1
72,06/01/2018,29,-1
25,28/12/2017,29,-1
27,04/12/2017,29,-1
38,11/01/2018,29,-1
29,01/01/2018,29,-1
71,24/12/2017,29,-1
71,26/11/2017,29,-1
72,19/01/2018,29,-1
67,20/12/2017,29,-1
98,21/01/2018,29,-1
38,20/01/2018,29,-1
37,23/12/2017,29,-1
64,21/11/2017,29,-1
65,13/12/2017,29,-1
76,27/12/2017,29,-1
3,17/12/2017,29,-1
64,05/01/2018,29,-1
60,25/01/2018,29,-1
31,13/01/2018,29,-1
32,27/10/2017,29,-1
38,01/01/2018,29,-1
42,17/12/2017,29,-1
29,07/01/2018,29,-1
3,25/12/2017,29,-1
79,09/12/2017,29,-1
58,30/01/2018,29,-1
6,03/12/2017,29,-1
77,29/12/2017,29,-1
2,17/01/2018,29,-1
2,15/01/2018,29,-1
3,14/12/2017,29,-1
6,25/11/2017,29,-1
31,08/01/2018,29,-1
30,14/01/2018,29,-1
38,03/01/2018,29,-1
79,11/12/2017,29,-1
25,30/12/2017,29,-1
47,23/11/2017,29,-1
32,18/11/2017,29,-1
60,11/01/2018,29,-1
38,10/01/2018,29,-1
32,09/11/2017,29,-1
67,04/01/2018,29,-1
27,07/12/2017,29,-1
68,22/01/2018,29,-1
98,08/02/2018,29,-1
79,06/12/2017,29,-1
76,29/12/2017,29,-1
6,01/12/2017,29,-1
42,02/12/2017,29,-1
32,24/11/2017,29,-1
42,24/12/2017,29,-1
3,11/11/2017,29,-1
30,24/01/2018,29,-1
67,22/11/2017,29,-1
73,27/12/2017,29,-1
47,27/12/2017,29,-1
64,13/11/2017,29,-1
3,21/12/2017,29,-1
64,04/12/2017,29,-1
42,31/12/2017,29,-1
72,18/01/2018,29,-1
67,15/11/2017,29,-1
98,29/01/2018,30,-1
2,27/01/2018,30,-1
68,10/12/2017,30,-1
76,23/11/2017,30,-1
19,05/02/2018,30,-1
27,13/12/2017,30,-1
79,23/11/2017,30,-1
76,04/12/2017,30,-1
65,08/12/2017,30,-1
49,17/02/2018,30,-1
27,17/12/2017,30,-1
76,31/12/2017,30,-1
29,13/02/2018,30,-1
65,08/01/2018,30,-1
27,18/11/2017,30,-1
47,26/11/2017,30,-1
32,08/11/2017,30,-1
72,05/12/2017,30,-1
47,29/12/2017,30,-1
25,07/12/2017,30,-1
92,15/02/2018,30,-1
32,15/11/2017,30,-1
71,12/12/2017,30,-1
32,05/12/2017,30,-1
92,20/02/2018,30,-1
37,24/12/2017,30,-1
64,01/01/2018,30,-1
55,19/01/2018,30,-1
28,24/12/2017,30,-1
64,09/12/2017,30,-1
3,24/11/2017,30,-1
6,21/12/2017,30,-1
98,30/01/2018,30,-1
6,24/11/2017,30,-1
47,02/12/2017,30,-1
65,20/11/2017,30,-1
60,31/12/2017,30,-1
79,22/11/2017,30,-1
6,06/12/2017,30,-1
2,20/01/2018,30,-1
92,21/02/2018,30,-1
3,04/11/2017,30,-1
11,21/01/2018,30,-1
72,10/12/2017,30,-1
2,24/12/2017,30,-1
79,02/12/2017,30,-1
79,26/12/2017,30,-1
79,08/12/2017,30,-1
11,27/01/2018,30,-1
42,07/12/2017,30,-1
47,16/12/2017,30,-1
72,27/12/2017,30,-1
80,26/01/2018,30,-1
76,20/12/2017,30,-1
80,22/01/2018,30,-1
6,18/11/2017,30,-1
65,16/12/2017,30,-1
55,13/01/2018,30,-1
42,10/12/2017,30,-1
40,21/02/2018,30,-1
55,15/01/2018,30,-1
98,01/01/2018,30,-1
72,04/01/2018,30,-1
30,24/12/2017,30,-1
11,19/01/2018,30,-1
37,13/12/2017,30,-1
68,23/11/2017,30,-1
3,14/11/2017,30,-1
23,25/02/2018,30,-1
47,04/12/2017,30,-1
32,07/12/2017,30,-1
30,20/01/2018,30,-1
68,23/12/2017,30,-1
42,21/12/2017,30,-1
55,07/02/2018,30,-1
64,12/11/2017,30,-1
42,11/01/2018,30,-1
77,10/01/2018,30,-1
42,05/12/2017,30,-1
60,17/01/2018,30,-1
68,25/01/2018,30,-1
71,29/11/2017,30,-1
29,15/01/2018,30,-1
68,09/01/2018,30,-1
56,04/01/2018,30,-1
28,29/11/2017,31,-1
42,30/12/2017,31,-1
40,01/01/2018,31,-1
67,13/11/2017,31,-1
58,26/01/2018,31,-1
72,17/01/2018,31,-1
55,03/02/2018,31,-1
68,27/11/2017,31,-1
55,25/01/2018,31,-1
79,13/11/2017,31,-1
28,07/12/2017,31,-1
23,19/02/2018,31,-1
37,12/12/2017,31,-1
79,18/12/2017,31,-1
64,29/12/2017,31,-1
30,03/01/2018,31,-1
27,09/12/2017,31,-1
38,06/01/2018,31,-1
92,26/02/2018,31,-1
65,15/12/2017,31,-1
79,29/11/2017,31,-1
68,03/01/2018,31,-1
60,16/01/2018,31,-1
30,13/01/2018,31,-1
27,06/12/2017,31,-1
92,06/01/2018,31,-1
56,24/01/2018,31,-1
40,23/02/2018,31,-1
27,30/11/2017,31,-1
47,18/11/2017,31,-1
11,18/01/2018,31,-1
92,01/02/2018,31,-1
42,28/12/2017,31,-1
40,24/02/2018,31,-1
2,23/01/2018,31,-1
98,17/02/2018,31,-1
55,21/01/2018,31,-1
2,24/01/2018,31,-1
11,03/02/2018,31,-1
42,01/12/2017,31,-1
67,19/12/2017,31,-1
30,09/12/2017,31,-1
30,10/01/2018,31,-1
60,21/01/2018,31,-1
60,18/01/2018,31,-1
72,15/12/2017,31,-1
65,18/12/2017,31,-1
27,12/12/2017,31,-1
42,07/01/2018,31,-1
2,25/01/2018,31,-1
72,24/12/2017,31,-1
25,12/11/2017,31,-1
32,06/12/2017,31,-1
72,02/01/2018,31,-1
76,22/11/2017,31,-1
25,05/01/2018,31,-1
6,21/11/2017,31,-1
56,25/01/2018,31,-1
30,08/12/2017,31,-1
30,11/01/2018,31,-1
27,21/11/2017,31,-1
28,22/01/2018,31,-1
31,27/12/2017,31,-1
30,23/01/2018,31,-1
67,23/12/2017,31,-1
39,27/01/2018,31,-1
32,10/11/2017,31,-1
56,21/12/2017,31,-1
79,03/12/2017,31,-1
47,25/11/2017,31,-1
77,30/12/2017,31,-1
32,11/11/2017,31,-1
6,25/12/2017,31,-1
28,10/01/2018,31,-1
28,06/01/2018,31,-1
31,22/01/2018,31,-1
39,04/02/2018,31,-1
25,13/11/2017,31,-1
64,15/12/2017,31,-1
47,07/01/2018,31,-1
28,04/12/2017,31,-1
29,06/01/2018,31,-1
6,30/11/2017,31,-1
80,17/01/2018,31,-1
28,05/01/2018,31,-1
64,06/11/2017,31,-1
79,01/01/2018,31,-1
76,13/12/2017,32,-1
68,21/12/2017,32,-1
67,28/11/2017,32,-1
6,08/12/2017,32,-1
92,12/02/2018,32,-1
3,16/12/2017,32,-1
25,04/01/2018,32,-1
31,03/01/2018,32,-1
92,24/02/2018,32,-1
32,29/11/2017,32,-1
72,11/01/2018,32,-1
3,25/11/2017,32,-1
68,20/01/2018,32,-1
65,21/11/2017,32,-1
25,12/12/2017,32,-1
77,20/12/2017,32,-1
25,08/12/2017,32,-1
47,25/12/2017,32,-1
71,08/01/2018,32,-1
38,14/01/2018,32,-1
64,10/12/2017,32,-1
79,25/12/2017,32,-1
40,07/01/2018,32,-1
28,08/01/2018,32,-1
77,10/12/2017,32,-1
92,26/01/2018,32,-1
98,19/01/2018,32,-1
76,22/12/2017,32,-1
25,31/12/2017,32,-1
32,20/10/2017,32,-1
65,06/11/2017,32,-1
72,14/01/2018,32,-1
42,23/11/2017,32,-1
37,05/01/2018,32,-1
40,24/12/2017,32,-1
31,18/01/2018,32,-1
71,06/01/2018,32,-1
19,02/02/2018,32,-1
28,17/01/2018,32,-1
42,26/11/2017,32,-1
29,16/02/2018,32,-1
30,30/12/2017,32,-1
92,04/02/2018,32,-1
38,10/12/2017,32,-1
67,29/12/2017,32,-1
79,28/10/2017,32,-1
77,11/01/2018,32,-1
73,22/12/2017,32,-1
60,31/01/2018,32,-1
76,09/11/2017,32,-1
3,21/10/2017,32,-1
