video_id,date,count
64,27/12/2017,21
3,02/01/2018,21
27,28/12/2017,21
56,26/01/2018,21
71,15/01/2018,21
6,13/12/2017,21
47,31/01/2018,21
40,18/02/2018,21
25,12/01/2018,21
25,02/02/2018,21
98,03/02/2018,21
40,14/02/2018,21
27,04/01/2018,21
79,31/12/2017,21
6,07/12/2017,21
71,07/01/2018,21
76,17/12/2017,21
65,31/12/2017,21
64,23/12/2017,21
67,13/12/2017,21
3,20/12/2017,21
79,04/01/2018,21
40,15/02/2018,21
64,19/01/2018,21
65,28/12/2017,21
42,12/01/2018,21
76,11/01/2018,21
25,29/12/2017,21
6,05/12/2017,21
65,17/12/2017,21
3,19/12/2017,21
68,01/01/2018,21
47,30/12/2017,21
27,07/01/2018,21
64,18/01/2018,21
64,03/01/2018,21
60,04/02/2018,21
3,22/12/2017,21
32,23/12/2017,21
98,12/02/2018,21
76,08/12/2017,21
71,31/12/2017,21
79,15/12/2017,21
47,01/02/2018,21
76,10/12/2017,21
47,30/01/2018,21
3,01/01/2018,22
76,16/01/2018,22
60,06/02/2018,22
67,13/01/2018,22
64,19/12/2017,22
3,29/11/2017,22
6,09/01/2018,22
79,20/12/2017,22
37,07/01/2018,22
71,27/12/2017,22
67,07/01/2018,22
40,06/02/2018,22
76,05/12/2017,22
64,13/01/2018,22
27,01/12/2017,22
32,21/12/2017,22
40,22/02/2018,22
29,17/02/2018,22
29,14/02/2018,22
65,25/12/2017,22
32,16/12/2017,22
47,06/01/2018,22
76,26/12/2017,22
29,02/02/2018,22
3,29/12/2017,22
2,29/01/2018,22
56,20/01/2018,22
47,19/01/2018,22
6,01/01/2018,22
64,30/12/2017,22
47,29/01/2018,22
76,06/01/2018,22
64,18/12/2017,22
72,05/01/2018,22
76,19/12/2017,22
67,07/12/2017,22
32,04/12/2017,22
30,25/01/2018,22
25,09/01/2018,22
68,21/01/2018,22
98,06/02/2018,22
28,21/01/2018,22
79,19/01/2018,22
79,30/12/2017,22
65,11/01/2018,22
30,19/01/2018,22
32,18/12/2017,22
98,09/02/2018,23
28,15/01/2018,23
76,24/12/2017,23
32,25/11/2017,23
27,08/12/2017,23
47,13/12/2017,23
64,01/12/2017,23
25,23/01/2018,23
30,06/02/2018,23
37,12/01/2018,23
25,16/12/2017,23
67,17/12/2017,23
64,16/01/2018,23
60,07/02/2018,23
27,26/12/2017,23
79,13/01/2018,23
6,22/12/2017,23
6,10/12/2017,23
64,11/12/2017,23
67,17/01/2018,23
64,22/12/2017,23
65,09/01/2018,23
6,18/12/2017,23
67,24/12/2017,23
72,15/01/2018,23
67,08/01/2018,23
29,29/01/2018,23
30,07/02/2018,23
65,10/01/2018,23
40,13/02/2018,23
29,31/01/2018,23
98,11/02/2018,23
32,28/11/2017,23
25,21/12/2017,23
64,04/01/2018,23
65,14/12/2017,23
27,11/01/2018,23
92,05/02/2018,23
25,11/01/2018,23
68,27/12/2017,23
32,11/12/2017,23
68,18/01/2018,23
3,31/12/2017,23
29,08/02/2018,23
27,30/12/2017,24
64,05/12/2017,24
79,29/12/2017,24
32,19/12/2017,24
3,26/11/2017,24
6,23/11/2017,24
79,14/12/2017,24
25,25/12/2017,24
76,16/12/2017,24
27,12/01/2018,24
37,03/01/2018,24
2,31/01/2018,24
71,11/01/2018,24
30,26/12/2017,24
47,14/12/2017,24
3,05/01/2018,24
31,26/01/2018,24
60,01/02/2018,24
67,12/12/2017,24
29,03/02/2018,24
38,17/01/2018,24
28,16/01/2018,24
76,18/12/2017,24
64,13/12/2017,24
79,07/01/2018,24
71,05/01/2018,24
30,21/01/2018,24
25,19/12/2017,24
79,03/01/2018,24
98,13/02/2018,24
79,06/01/2018,24
64,20/12/2017,24
30,03/02/2018,24
30,18/01/2018,24
25,20/01/2018,24
27,16/12/2017,24
79,19/12/2017,24
79,09/01/2018,24
25,21/01/2018,24
30,08/01/2018,24
32,12/12/2017,24
11,06/02/2018,24
64,30/11/2017,24
67,31/12/2017,24
79,16/01/2018,24
3,28/12/2017,24
92,06/02/2018,24
11,09/02/2018,24
47,24/12/2017,24
76,07/01/2018,25
65,03/01/2018,25
92,18/02/2018,25
76,01/01/2018,25
72,12/01/2018,25
6,30/12/2017,25
40,08/02/2018,25
30,15/01/2018,25
2,26/01/2018,25
30,22/12/2017,25
3,28/11/2017,25
6,17/12/2017,25
72,22/12/2017,25
76,21/12/2017,25
25,19/01/2018,25
6,14/12/2017,25
27,22/12/2017,25
37,29/12/2017,25
30,17/01/2018,25
68,29/12/2017,25
27,20/12/2017,25
65,07/01/2018,25
28,04/01/2018,25
68,07/01/2018,25
27,25/11/2017,25
3,30/12/2017,25
3,15/11/2017,25
3,27/11/2017,25
67,12/01/2018,25
31,20/01/2018,25
79,24/12/2017,25
64,16/12/2017,25
98,18/02/2018,25
30,30/01/2018,25
32,16/11/2017,25
29,09/02/2018,25
68,26/12/2017,25
65,22/12/2017,25
6,15/11/2017,25
30,29/12/2017,25
11,05/02/2018,25
68,25/12/2017,25
3,15/12/2017,25
30,07/01/2018,25
30,27/01/2018,25
29,30/01/2018,25
68,17/01/2018,25
72,11/12/2017,25
47,24/01/2018,25
79,13/12/2017,25
6,06/01/2018,25
30,04/01/2018,25
25,15/01/2018,25
30,09/01/2018,25
25,24/01/2018,25
79,05/01/2018,25
76,05/01/2018,25
2,18/01/2018,25
29,07/02/2018,25
6,29/12/2017,26
25,03/01/2018,26
65,24/12/2017,26
42,03/01/2018,26
27,05/01/2018,26
92,28/01/2018,26
42,29/12/2017,26
55,28/01/2018,26
67,10/01/2018,26
71,13/01/2018,26
67,21/11/2017,26
27,29/11/2017,26
30,17/12/2017,26
27,22/11/2017,26
6,28/11/2017,26
64,02/01/2018,26
98,27/01/2018,26
42,05/01/2018,26
42,26/12/2017,26
72,16/01/2018,26
40,07/02/2018,26
47,16/01/2018,26
25,26/12/2017,26
72,08/01/2018,26
92,10/02/2018,26
65,05/12/2017,26
72,13/12/2017,26
30,01/02/2018,26
64,12/12/2017,26
68,14/12/2017,26
6,09/12/2017,26
47,11/01/2018,26
68,26/01/2018,26
38,15/01/2018,26
40,27/01/2018,26
71,26/12/2017,26
25,07/01/2018,26
71,16/12/2017,26
30,15/12/2017,26
3,10/11/2017,26
11,08/02/2018,26
76,01/12/2017,26
25,20/12/2017,26
76,08/01/2018,26
28,11/01/2018,26
76,02/01/2018,26
65,04/01/2018,27
3,30/11/2017,27
3,27/12/2017,27
92,31/01/2018,27
65,26/12/2017,27
31,09/01/2018,27
3,18/12/2017,27
68,30/12/2017,27
28,30/12/2017,27
3,05/12/2017,27
47,21/01/2018,27
79,05/12/2017,27
47,04/01/2018,27
68,24/01/2018,27
68,19/12/2017,27
39,06/02/2018,27
67,27/12/2017,27
56,02/01/2018,27
72,01/01/2018,27
98,23/01/2018,27
68,20/12/2017,27
40,20/01/2018,27
32,14/11/2017,27
6,28/12/2017,27
29,10/02/2018,27
6,24/12/2017,27
29,15/02/2018,27
25,13/01/2018,27
79,10/12/2017,27
27,01/01/2018,27
25,18/12/2017,27
72,28/12/2017,27
6,23/12/2017,27
37,04/01/2018,27
11,02/02/2018,27
29,11/01/2018,27
32,21/11/2017,27
32,19/11/2017,27
92,21/01/2018,27
37,11/01/2018,27
64,14/12/2017,27
25,17/01/2018,27
98,01/02/2018,27
6,16/12/2017,27
79,07/12/2017,27
60,24/01/2018,27
68,15/12/2017,27
29,08/01/2018,27
30,05/01/2018,27
30,28/01/2018,27
30,12/01/2018,27
76,19/11/2017,27
73,01/01/2018,27
29,24/01/2018,27
92,11/02/2018,27
28,22/12/2017,27
56,09/01/2018,27
25,27/12/2017,27
68,10/01/2018,27
71,18/12/2017,27
79,21/12/2017,27
28,19/12/2017,28
67,10/12/2017,28
67,04/12/2017,28
25,29/11/2017,28
28,14/12/2017,28
39,31/01/2018,28
92,13/02/2018,28
64,31/12/2017,28
32,20/11/2017,28
71,12/01/2018,28
47,01/01/2018,28
72,23/12/2017,28
6,15/12/2017,28
47,17/01/2018,28
71,20/12/2017,28
65,09/12/2017,28
2,31/12/2017,28
25,08/01/2018,28
42,08/01/2018,28
32,01/11/2017,28
30,26/01/2018,28
72,03/12/2017,28
79,28/12/2017,28
32,02/12/2017,28
64,25/12/2017,28
65,30/12/2017,28
64,28/12/2017,28
6,27/11/2017,28
6,10/11/2017,28
11,25/01/2018,28
71,09/01/2018,28
37,07/12/2017,28
42,08/12/2017,28
76,20/11/2017,28
40,01/02/2018,28
60,08/01/2018,28
98,25/01/2018,28
56,28/12/2017,28
92,19/01/2018,28
39,26/01/2018,28
25,16/01/2018,28
64,25/11/2017,28
28,03/01/2018,28
72,09/01/2018,28
64,06/01/2018,28
79,02/01/2018,28
40,04/02/2018,28
40,19/02/2018,28
30,06/12/2017,28
30,20/12/2017,28
6,02/12/2017,28
67,27/11/2017,28
92,19/02/2018,28
67,22/12/2017,28
27,03/12/2017,28
64,24/12/2017,28
28,20/12/2017,28
40,10/01/2018,28
30,29/01/2018,28
28,17/12/2017,28
11,28/01/2018,28
29,18/01/2018,28
32,01/12/2017,28
28,09/12/2017,28
67,05/12/2017,28
64,14/11/2017,28
31,19/01/2018,28
47,03/01/2018,29
72,13/01/2018,29
68,06/01/2018,29
37,30/12/2017,29
25,13/12/2017,29
32,07/11/2017,29
76,02/12/2017,29
72,06/01/2018,29
25,28/12/2017,29
27,04/12/2017,29
38,11/01/2018,29
29,01/01/2018,29
71,24/12/2017,29
71,26/11/2017,29
72,19/01/2018,29
67,20/12/2017,29
98,21/01/2018,29
38,20/01/2018,29
37,23/12/2017,29
64,21/11/2017,29
65,13/12/2017,29
76,27/12/2017,29
3,17/12/2017,29
64,05/01/2018,29
60,25/01/2018,29
31,13/01/2018,29
32,27/10/2017,29
38,01/01/2018,29
42,17/12/2017,29
29,07/01/2018,29
3,25/12/2017,29
79,09/12/2017,29
58,30/01/2018,29
6,03/12/2017,29
77,29/12/2017,29
2,17/01/2018,29
2,15/01/2018,29
3,14/12/2017,29
6,25/11/2017,29
31,08/01/2018,29
30,14/01/2018,29
38,03/01/2018,29
79,11/12/2017,29
25,30/12/2017,29
47,23/11/2017,29
32,18/11/2017,29
60,11/01/2018,29
38,10/01/2018,29
32,09/11/2017,29
67,04/01/2018,29
27,07/12/2017,29
68,22/01/2018,29
98,08/02/2018,29
79,06/12/2017,29
76,29/12/2017,29
6,01/12/2017,29
42,02/12/2017,29
32,24/11/2017,29
42,24/12/2017,29
3,11/11/2017,29
30,24/01/2018,29
67,22/11/2017,29
73,27/12/2017,29
47,27/12/2017,29
64,13/11/2017,29
3,21/12/2017,29
64,04/12/2017,29
42,31/12/2017,29
72,18/01/2018,29
67,15/11/2017,29
98,29/01/2018,30
2,27/01/2018,30
68,10/12/2017,30
76,23/11/2017,30
19,05/02/2018,30
27,13/12/2017,30
79,23/11/2017,30
76,04/12/2017,30
65,08/12/2017,30
49,17/02/2018,30
27,17/12/2017,30
76,31/12/2017,30
29,13/02/2018,30
65,08/01/2018,30
27,18/11/2017,30
47,26/11/2017,30
32,08/11/2017,30
72,05/12/2017,30
47,29/12/2017,30
25,07/12/2017,30
92,15/02/2018,30
32,15/11/2017,30
71,12/12/2017,30
32,05/12/2017,30
92,20/02/2018,30
37,24/12/2017,30
64,01/01/2018,30
55,19/01/2018,30
28,24/12/2017,30
64,09/12/2017,30
3,24/11/2017,30
6,21/12/2017,30
98,30/01/2018,30
6,24/11/2017,30
47,02/12/2017,30
65,20/11/2017,30
60,31/12/2017,30
79,22/11/2017,30
6,06/12/2017,30
2,20/01/2018,30
92,21/02/2018,30
3,04/11/2017,30
11,21/01/2018,30
72,10/12/2017,30
2,24/12/2017,30
79,02/12/2017,30
79,26/12/2017,30
79,08/12/2017,30
11,27/01/2018,30
42,07/12/2017,30
47,16/12/2017,30
72,27/12/2017,30
80,26/01/2018,30
76,20/12/2017,30
80,22/01/2018,30
6,18/11/2017,30
65,16/12/2017,30
55,13/01/2018,30
42,10/12/2017,30
40,21/02/2018,30
55,15/01/2018,30
98,01/01/2018,30
72,04/01/2018,30
30,24/12/2017,30
11,19/01/2018,30
37,13/12/2017,30
68,23/11/2017,30
3,14/11/2017,30
23,25/02/2018,30
47,04/12/2017,30
32,07/12/2017,30
30,20/01/2018,30
68,23/12/2017,30
42,21/12/2017,30
55,07/02/2018,30
64,12/11/2017,30
42,11/01/2018,30
77,10/01/2018,30
42,05/12/2017,30
60,17/01/2018,30
68,25/01/2018,30
71,29/11/2017,30
29,15/01/2018,30
68,09/01/2018,30
56,04/01/2018,30
28,29/11/2017,31
42,30/12/2017,31
40,01/01/2018,31
67,13/11/2017,31
58,26/01/2018,31
72,17/01/2018,31
55,03/02/2018,31
68,27/11/2017,31
55,25/01/2018,31
79,13/11/2017,31
28,07/12/2017,31
23,19/02/2018,31
37,12/12/2017,31
79,18/12/2017,31
64,29/12/2017,31
30,03/01/2018,31
27,09/12/2017,31
38,06/01/2018,31
92,26/02/2018,31
65,15/12/2017,31
79,29/11/2017,31
68,03/01/2018,31
60,16/01/2018,31
30,13/01/2018,31
27,06/12/2017,31
92,06/01/2018,31
56,24/01/2018,31
40,23/02/2018,31
27,30/11/2017,31
47,18/11/2017,31
11,18/01/2018,31
92,01/02/2018,31
42,28/12/2017,31
40,24/02/2018,31
2,23/01/2018,31
98,17/02/2018,31
55,21/01/2018,31
2,24/01/2018,31
11,03/02/2018,31
42,01/12/2017,31
67,19/12/2017,31
30,09/12/2017,31
30,10/01/2018,31
60,21/01/2018,31
60,18/01/2018,31
72,15/12/2017,31
65,18/12/2017,31
27,12/12/2017,31
42,07/01/2018,31
2,25/01/2018,31
72,24/12/2017,31
25,12/11/2017,31
32,06/12/2017,31
72,02/01/2018,31
76,22/11/2017,31
25,05/01/2018,31
6,21/11/2017,31
56,25/01/2018,31
30,08/12/2017,31
30,11/01/2018,31
27,21/11/2017,31
28,22/01/2018,31
31,27/12/2017,31
30,23/01/2018,31
67,23/12/2017,31
39,27/01/2018,31
32,10/11/2017,31
56,21/12/2017,31
79,03/12/2017,31
47,25/11/2017,31
77,30/12/2017,31
32,11/11/2017,31
6,25/12/2017,31
28,10/01/2018,31
28,06/01/2018,31
31,22/01/2018,31
39,04/02/2018,31
25,13/11/2017,31
64,15/12/2017,31
47,07/01/2018,31
28,04/12/2017,31
29,06/01/2018,31
6,30/11/2017,31
80,17/01/2018,31
28,05/01/2018,31
64,06/11/2017,31
79,01/01/2018,31
76,13/12/2017,32
68,21/12/2017,32
67,28/11/2017,32
6,08/12/2017,32
92,12/02/2018,32
3,16/12/2017,32
25,04/01/2018,32
31,03/01/2018,32
92,24/02/2018,32
32,29/11/2017,32
72,11/01/2018,32
3,25/11/2017,32
68,20/01/2018,32
65,21/11/2017,32
25,12/12/2017,32
77,20/12/2017,32
25,08/12/2017,32
47,25/12/2017,32
71,08/01/2018,32
38,14/01/2018,32
64,10/12/2017,32
79,25/12/2017,32
40,07/01/2018,32
28,08/01/2018,32
77,10/12/2017,32
92,26/01/2018,32
98,19/01/2018,32
76,22/12/2017,32
25,31/12/2017,32
32,20/10/2017,32
65,06/11/2017,32
72,14/01/2018,32
42,23/11/2017,32
37,05/01/2018,32
40,24/12/2017,32
31,18/01/2018,32
71,06/01/2018,32
19,02/02/2018,32
28,17/01/2018,32
42,26/11/2017,32
29,16/02/2018,32
30,30/12/2017,32
92,04/02/2018,32
38,10/12/2017,32
67,29/12/2017,32
79,28/10/2017,32
77,11/01/2018,32
73,22/12/2017,32
60,31/01/2018,32
76,09/11/2017,32
3,21/10/2017,32
6,11/11/2017,32
64,23/11/2017,32
6,19/12/2017,32
30,18/12/2017,32
71,09/12/2017,32
76,27/11/2017,32
76,06/12/2017,32
37,10/01/2018,32
32,17/11/2017,32
47,10/01/2018,32
38,16/01/2018,32
3,15/10/2017,32
63,26/01/2018,32
65,16/11/2017,32
67,30/11/2017,32
32,17/10/2017,32
47,09/01/2018,32
98,15/01/2018,32
98,19/02/2018,32
42,25/12/2017,32
67,30/12/2017,32
27,11/12/2017,32
49,07/02/2018,32
65,11/12/2017,32
56,23/12/2017,33
32,26/11/2017,33
28,20/01/2018,33
65,30/11/2017,33
28,13/01/2018,33
67,08/12/2017,33
56,16/01/2018,33
60,10/01/2018,33
23,08/02/2018,33
77,09/12/2017,33
60,14/01/2018,33
38,11/12/2017,33
41,30/01/2018,33
47,31/12/2017,33
32,29/10/2017,33
71,04/01/2018,33
30,27/12/2017,33
32,30/11/2017,33
39,14/01/2018,33
68,04/12/2017,33
55,06/02/2018,33
80,16/01/2018,33
71,29/12/2017,33
11,08/01/2018,33
30,07/12/2017,33
32,25/10/2017,33
40,28/12/2017,33
77,17/12/2017,33
40,10/02/2018,33
47,17/12/2017,33
2,12/12/2017,33
71,02/12/2017,33
76,09/12/2017,33
6,29/11/2017,33
76,11/12/2017,33
47,02/01/2018,33
55,30/01/2018,33
98,24/01/2018,33
25,15/12/2017,33
65,26/11/2017,33
28,16/12/2017,33
30,16/12/2017,33
40,11/02/2018,33
29,25/12/2017,33
41,28/01/2018,33
37,28/12/2017,33
32,03/11/2017,33
71,11/11/2017,33
76,18/11/2017,33
80,18/01/2018,33
40,03/02/2018,33
71,14/12/2017,33
42,01/01/2018,33
79,04/12/2017,33
42,21/11/2017,33
38,23/12/2017,33
2,14/01/2018,33
55,24/01/2018,33
68,15/01/2018,33
67,17/11/2017,33
41,20/02/2018,33
98,10/02/2018,33
98,06/01/2018,33
65,29/12/2017,33
72,14/12/2017,33
30,19/12/2017,33
63,02/02/2018,33
56,29/01/2018,33
6,17/11/2017,33
81,07/01/2018,33
56,17/12/2017,33
67,15/12/2017,33
40,30/01/2018,33
29,11/02/2018,33
30,03/12/2017,33
29,01/02/2018,33
98,02/02/2018,33
47,22/11/2017,33
56,13/12/2017,33
67,06/12/2017,33
71,28/12/2017,34
30,17/11/2017,34
38,21/01/2018,34
25,28/11/2017,34
71,04/12/2017,34
79,15/11/2017,34
78,12/01/2018,34
79,27/12/2017,34
65,03/12/2017,34
56,27/01/2018,34
71,18/11/2017,34
64,29/11/2017,34
11,01/02/2018,34
6,09/11/2017,34
92,09/02/2018,34
49,05/02/2018,34
55,08/01/2018,34
29,16/12/2017,34
42,16/11/2017,34
47,05/12/2017,34
3,31/10/2017,34
39,29/01/2018,34
42,02/01/2018,34
28,18/01/2018,34
68,08/12/2017,34
73,07/12/2017,34
37,31/12/2017,34
14,25/01/2018,34
47,28/12/2017,34
6,06/11/2017,34
63,28/01/2018,34
80,25/01/2018,34
71,24/11/2017,34
78,28/12/2017,34
73,11/12/2017,34
38,29/11/2017,34
42,04/12/2017,34
64,23/10/2017,34
77,28/12/2017,34
38,22/12/2017,34
79,11/11/2017,34
72,10/01/2018,34
32,23/11/2017,34
30,28/11/2017,34
47,10/12/2017,34
58,12/01/2018,34
32,21/09/2017,34
40,29/12/2017,34
31,07/01/2018,34
3,19/11/2017,34
92,25/02/2018,34
76,14/12/2017,34
79,16/11/2017,34
37,14/12/2017,34
29,05/02/2018,34
3,18/10/2017,34
60,30/01/2018,34
76,11/11/2017,34
42,10/01/2018,34
39,16/01/2018,34
56,30/12/2017,34
29,04/01/2018,34
25,05/11/2017,34
38,03/12/2017,34
98,07/02/2018,34
98,26/01/2018,34
71,25/12/2017,34
67,09/12/2017,34
25,06/01/2018,34
31,17/01/2018,34
47,26/12/2017,34
40,08/01/2018,34
92,18/01/2018,34
63,20/01/2018,34
27,27/11/2017,34
41,05/02/2018,34
60,28/01/2018,34
64,17/12/2017,34
68,11/01/2018,34
60,19/12/2017,34
37,08/01/2018,34
72,19/11/2017,35
28,09/01/2018,35
68,13/01/2018,35
61,21/02/2018,35
39,31/12/2017,35
2,27/12/2017,35
64,24/11/2017,35
40,19/12/2017,35
41,06/02/2018,35
37,06/12/2017,35
64,08/12/2017,35
48,17/01/2018,35
37,23/11/2017,35
23,18/02/2018,35
68,29/11/2017,35
71,13/11/2017,35
47,09/11/2017,35
68,09/12/2017,35
23,20/02/2018,35
72,30/12/2017,35
80,01/01/2018,35
64,06/12/2017,35
2,07/12/2017,35
30,10/12/2017,35
77,02/01/2018,35
68,28/11/2017,35
72,12/11/2017,35
73,31/12/2017,35
3,23/11/2017,35
78,21/12/2017,35
56,22/01/2018,35
67,21/12/2017,35
28,01/12/2017,35
92,17/02/2018,35
76,25/11/2017,35
27,05/12/2017,35
48,11/01/2018,35
77,19/11/2017,35
65,27/12/2017,35
47,21/12/2017,35
29,26/01/2018,35
25,21/11/2017,35
40,05/01/2018,35
27,16/11/2017,35
29,19/12/2017,35
37,01/01/2018,35
61,14/02/2018,35
56,20/12/2017,35
77,27/12/2017,35
56,15/12/2017,35
27,13/11/2017,35
32,27/09/2017,35
29,27/01/2018,35
27,30/10/2017,35
3,17/10/2017,35
3,12/12/2017,35
67,26/10/2017,35
6,25/10/2017,35
68,08/01/2018,35
30,16/01/2018,35
98,07/12/2017,35
92,27/02/2018,35
68,22/12/2017,35
27,08/11/2017,35
25,24/12/2017,35
72,27/11/2017,35
29,13/12/2017,35
38,18/01/2018,35
65,01/01/2018,35
37,10/11/2017,35
42,09/01/2018,35
3,07/12/2017,35
27,07/11/2017,35
55,27/12/2017,35
6,04/12/2017,35
3,18/11/2017,35
6,11/12/2017,35
32,06/11/2017,35
71,08/12/2017,35
79,20/11/2017,35
3,22/11/2017,35
28,05/12/2017,35
3,06/12/2017,35
76,29/10/2017,35
72,21/12/2017,35
78,08/01/2018,35
32,27/11/2017,35
72,08/11/2017,35
